Model,Production_Year,Number_of_Engines,Engine_Type,Capacity,Range_km,Fuel_Consumption_Lph,Hourly_Maintenance_Cost,Age,Sales_Region,Price_USD,Cost_Per_Seat,Maintenance_Cost_Per_Seat,Fuel_Efficiency,Range_Efficiency,Aircraft_Size,Age_Category
Airbus A350,2005,2,Turbofan,350,14800,8.67,3290.62,18,Kuzey Amerika,491493582.42,1404267.3783428571,9.40177142857143,0.024771428571428573,1707.0357554786622,Very Large,Old
Boeing 777,2014,2,Turbofan,396,15600,4.82,2509.51,9,Avustralya,599143285.05,1512988.093560606,6.337146464646465,0.012171717171717172,3236.5145228215765,Very Large,Mid-Age
Airbus A350,2011,2,Turbofan,350,14800,8.4,2090.23,12,Afrika,525522568.26,1501493.0521714285,5.972085714285714,0.024,1761.904761904762,Very Large,Mid-Age
Boeing 777,2016,2,Turbofan,396,15600,6.19,4202.88,7,Afrika,704173101.84,1778214.9036363638,10.613333333333333,0.01563131313131313,2520.1938610662355,Very Large,Mid-Age
Cessna 172,2008,1,Piston,4,1285,21.09,3185.6,15,Kuzey Amerika,326523.89,81630.9725,796.4,5.2725,60.92935040303461,Small,Mid-Age
Boeing 737,2006,2,Turbofan,162,5700,5.13,2984.2,17,Avrupa,91779105.44,566537.6879012346,18.420987654320985,0.03166666666666667,1111.111111111111,Large,Old
Airbus A350,2002,2,Turbofan,350,14800,6.98,1641.67,21,Afrika,414012725.19,1182893.5005428572,4.690485714285715,0.019942857142857144,2120.3438395415474,Very Large,Old
Bombardier CRJ200,1982,2,Turbofan,50,3000,12.8,3579.6,41,Kuzey Amerika,10982239.07,219644.7814,71.592,0.256,234.375,Medium,Old
Boeing 777,1982,2,Turbofan,396,15600,5.04,1996.62,41,Asya,382445001.3,965770.2053030303,5.041969696969697,0.012727272727272728,3095.2380952380954,Very Large,Old
Airbus A350,1995,2,Turbofan,350,14800,12.19,3627.33,28,Kuzey Amerika,369620736.9,1056059.2482857143,10.3638,0.034828571428571424,1214.109926168991,Very Large,Old
Boeing 777,1994,2,Turbofan,396,15600,9.74,581.11,29,Afrika,327075648.42,825948.6071212122,1.467449494949495,0.024595959595959598,1601.6427104722793,Very Large,Old
Airbus A320,1982,2,Turbofan,180,6300,7.57,3873.95,41,Güney Amerika,88485053.22,491583.629,21.521944444444443,0.042055555555555554,832.2324966974901,Large,Old
Bombardier CRJ200,2004,2,Turbofan,50,3000,8.72,3545.49,19,Kuzey Amerika,15880845.23,317616.9046,70.90979999999999,0.1744,344.0366972477064,Medium,Old
Airbus A320,2009,2,Turbofan,180,6300,2.84,2210.49,14,Afrika,102979890.76,572110.5042222223,12.280499999999998,0.015777777777777776,2218.3098591549297,Large,Mid-Age
Boeing 737,1987,2,Turbofan,162,5700,13.44,4259.8,36,Avustralya,61066907.42,376956.2186419753,26.295061728395062,0.08296296296296296,424.1071428571429,Large,Old
Cessna 172,2021,1,Piston,4,1285,17.46,2755.9,2,Kuzey Amerika,420047.86,105011.965,688.975,4.365,73.59679266895762,Small,New
Airbus A320,2016,2,Turbofan,180,6300,11.03,2778.69,7,Avustralya,121247208.94,673595.6052222222,15.437166666666666,0.06127777777777777,571.16953762466,Large,Mid-Age
Airbus A350,1994,2,Turbofan,350,14800,7.23,1873.43,29,Kuzey Amerika,374548272.68,1070137.921942857,5.352657142857143,0.02065714285714286,2047.0262793914244,Very Large,Old
Airbus A320,1983,2,Turbofan,180,6300,13.96,2404.15,40,Avustralya,76319639.72,423997.99844444444,13.356388888888889,0.07755555555555556,451.2893982808023,Large,Old
Boeing 777,2017,2,Turbofan,396,15600,7.18,3388.04,6,Afrika,730224719.5,1844001.816919192,8.555656565656566,0.01813131313131313,2172.701949860724,Very Large,Mid-Age
Bombardier CRJ200,1980,2,Turbofan,50,3000,6.25,573.19,43,Avrupa,11768163.73,235363.2746,11.4638,0.125,480.0,Medium,Old
Boeing 777,2002,2,Turbofan,396,15600,10.5,4745.78,21,Asya,395295757.15,998221.6089646464,11.984292929292929,0.026515151515151516,1485.7142857142858,Very Large,Old
Airbus A320,2013,2,Turbofan,180,6300,4.65,4250.19,10,Avrupa,127354488.5,707524.9361111111,23.612166666666663,0.025833333333333337,1354.8387096774193,Large,Mid-Age
Airbus A350,2006,2,Turbofan,350,14800,4.49,1617.14,17,Avustralya,573180873.85,1637659.6395714285,4.6204,0.012828571428571429,3296.2138084632516,Very Large,Old
Airbus A320,2007,2,Turbofan,180,6300,5.0,4794.46,16,Kuzey Amerika,119688679.21,664937.1067222222,26.63588888888889,0.027777777777777776,1260.0,Large,Old
Airbus A320,1985,2,Turbofan,180,6300,9.79,526.63,38,Kuzey Amerika,52536552.47,291869.73594444443,2.9257222222222223,0.05438888888888888,643.5137895812054,Large,Old
Cessna 172,2015,1,Piston,4,1285,20.98,1794.02,8,Güney Amerika,334607.4,83651.85,448.505,5.245,61.248808388941846,Small,Mid-Age
Boeing 777,2019,2,Turbofan,396,15600,6.01,2089.1,4,Afrika,649093437.52,1639124.8422222221,5.275505050505051,0.015176767676767676,2595.67387687188,Very Large,New
Boeing 777,1998,2,Turbofan,396,15600,14.13,4904.39,25,Afrika,410438318.76,1036460.4009090909,12.384823232323233,0.03568181818181818,1104.0339702760084,Very Large,Old
Bombardier CRJ200,2007,2,Turbofan,50,3000,6.63,4960.39,16,Avrupa,16504258.04,330085.16079999995,99.2078,0.1326,452.4886877828054,Medium,Old
Boeing 777,2001,2,Turbofan,396,15600,14.47,2503.34,22,Kuzey Amerika,387105307.27,977538.6547222221,6.321565656565657,0.03654040404040404,1078.092605390463,Very Large,Old
Boeing 777,1994,2,Turbofan,396,15600,4.67,3602.21,29,Kuzey Amerika,417238821.79,1053633.388358586,9.0964898989899,0.011792929292929293,3340.4710920770876,Very Large,Old
Bombardier CRJ200,1996,2,Turbofan,50,3000,4.96,2027.11,27,Asya,11638619.59,232772.39179999998,40.5422,0.0992,604.8387096774194,Medium,Old
Boeing 777,2019,2,Turbofan,396,15600,3.13,888.68,4,Asya,780884665.66,1971930.9738888887,2.244141414141414,0.007904040404040405,4984.025559105431,Very Large,New
Airbus A350,2016,2,Turbofan,350,14800,14.91,3002.08,7,Güney Amerika,761139663.58,2174684.7530857143,8.577371428571428,0.0426,992.6224010731053,Very Large,Mid-Age
Cessna 172,1995,1,Piston,4,1285,22.1,1824.71,28,Güney Amerika,174444.81,43611.2025,456.1775,5.525,58.1447963800905,Small,Old
Airbus A320,1996,2,Turbofan,180,6300,6.08,2410.14,27,Kuzey Amerika,83750267.63,465279.2646111111,13.389666666666667,0.03377777777777778,1036.1842105263158,Large,Old
Cessna 172,2008,1,Piston,4,1285,14.46,4252.81,15,Kuzey Amerika,281480.94,70370.235,1063.2025,3.615,88.86583679114798,Small,Mid-Age
Airbus A320,2016,2,Turbofan,180,6300,11.01,4881.94,7,Kuzey Amerika,130292425.9,723846.8105555556,27.121888888888886,0.06116666666666667,572.2070844686649,Large,Mid-Age
Airbus A350,1996,2,Turbofan,350,14800,3.95,1837.12,27,Asya,308182941.54,880522.6901142858,5.248914285714285,0.011285714285714286,3746.8354430379745,Very Large,Old
Bombardier CRJ200,2015,2,Turbofan,50,3000,8.08,2065.56,8,Avrupa,22490719.06,449814.38119999995,41.3112,0.1616,371.28712871287127,Medium,Mid-Age
Airbus A320,1994,2,Turbofan,180,6300,11.77,3400.5,29,Asya,85173520.16,473186.2231111111,18.891666666666666,0.06538888888888889,535.2591333899745,Large,Old
Airbus A350,1988,2,Turbofan,350,14800,5.34,1241.04,35,Güney Amerika,407572533.73,1164492.9535142859,3.5458285714285713,0.015257142857142856,2771.535580524345,Very Large,Old
Bombardier CRJ200,2010,2,Turbofan,50,3000,14.55,3079.97,13,Avustralya,17549682.36,350993.6472,61.599399999999996,0.29100000000000004,206.18556701030926,Medium,Mid-Age
Airbus A320,2016,2,Turbofan,180,6300,7.98,964.75,7,Avustralya,159204812.8,884471.1822222223,5.3597222222222225,0.044333333333333336,789.4736842105262,Large,Mid-Age
Airbus A320,1990,2,Turbofan,180,6300,13.98,4247.52,33,Asya,82517064.86,458428.1381111111,23.597333333333335,0.07766666666666668,450.6437768240343,Large,Old
Boeing 737,2016,2,Turbofan,162,5700,11.48,2711.93,7,Afrika,97510528.09,601916.8400617284,16.740308641975307,0.0708641975308642,496.5156794425087,Large,Mid-Age
Airbus A320,1983,2,Turbofan,180,6300,4.55,3139.27,40,Avustralya,75348125.19,418600.6955,17.44038888888889,0.025277777777777777,1384.6153846153848,Large,Old
Airbus A320,1987,2,Turbofan,180,6300,13.35,2559.2,36,Afrika,65658869.27,364771.49594444444,14.217777777777776,0.07416666666666666,471.91011235955057,Large,Old
Boeing 737,2010,2,Turbofan,162,5700,7.27,2380.72,13,Kuzey Amerika,103515777.79,638986.282654321,14.695802469135801,0.04487654320987654,784.0440165061899,Large,Mid-Age
Boeing 777,2013,2,Turbofan,396,15600,2.05,889.79,10,Kuzey Amerika,624784653.0,1577739.0227272727,2.2469444444444444,0.005176767676767676,7609.756097560976,Very Large,Mid-Age
Airbus A320,1998,2,Turbofan,180,6300,14.64,2417.36,25,Avustralya,80333860.59,446299.2255,13.429777777777778,0.08133333333333334,430.327868852459,Large,Old
Bombardier CRJ200,2006,2,Turbofan,50,3000,3.4,4220.43,17,Kuzey Amerika,18744333.76,374886.67520000006,84.4086,0.068,882.3529411764706,Medium,Old
Boeing 777,2010,2,Turbofan,396,15600,11.89,3642.77,13,Güney Amerika,592254216.82,1495591.4566161619,9.198914141414141,0.030025252525252528,1312.026913372582,Very Large,Mid-Age
Airbus A320,1988,2,Turbofan,180,6300,4.29,2558.55,35,Asya,94999370.02,527774.2778888888,14.214166666666667,0.023833333333333335,1468.5314685314686,Large,Old
Airbus A320,1980,2,Turbofan,180,6300,2.92,3238.66,43,Asya,74408713.84,413381.7435555556,17.992555555555555,0.01622222222222222,2157.5342465753424,Large,Old
Boeing 777,1997,2,Turbofan,396,15600,14.55,792.29,26,Güney Amerika,378953347.17,956952.8968939395,2.0007323232323233,0.03674242424242424,1072.1649484536083,Very Large,Old
Airbus A350,1999,2,Turbofan,350,14800,7.33,3954.36,24,Afrika,356476191.65,1018503.4047142856,11.298171428571429,0.02094285714285714,2019.0995907230558,Very Large,Old
Boeing 737,1989,2,Turbofan,162,5700,8.07,1316.59,34,Avustralya,53866223.04,332507.54962962965,8.127098765432098,0.04981481481481482,706.3197026022304,Large,Old
Cessna 172,1994,1,Piston,4,1285,21.39,4635.26,29,Güney Amerika,260861.13,65215.2825,1158.815,5.3475,60.07480130902291,Small,Old
Boeing 737,1981,2,Turbofan,162,5700,3.46,3475.99,42,Avrupa,72720590.84,448892.53604938276,21.456728395061727,0.021358024691358026,1647.3988439306358,Large,Old
Bombardier CRJ200,2002,2,Turbofan,50,3000,9.67,1511.68,21,Asya,13093374.96,261867.49920000002,30.233600000000003,0.1934,310.2378490175802,Medium,Old
Airbus A320,1987,2,Turbofan,180,6300,3.34,1190.47,36,Avrupa,94212200.85,523401.1158333333,6.613722222222222,0.018555555555555554,1886.2275449101796,Large,Old
Bombardier CRJ200,2009,2,Turbofan,50,3000,13.93,1010.15,14,Kuzey Amerika,17854930.28,357098.6056,20.203,0.2786,215.36252692031587,Medium,Mid-Age
Airbus A350,2002,2,Turbofan,350,14800,3.56,1515.98,21,Güney Amerika,409859247.15,1171026.4204285713,4.331371428571429,0.01017142857142857,4157.303370786517,Very Large,Old
Bombardier CRJ200,2018,2,Turbofan,50,3000,12.37,908.04,5,Afrika,20737569.63,414751.39259999996,18.1608,0.24739999999999998,242.5222312045271,Medium,New
Airbus A320,2001,2,Turbofan,180,6300,7.05,2729.92,22,Güney Amerika,86536518.62,480758.4367777778,15.166222222222222,0.03916666666666667,893.6170212765958,Large,Old
Boeing 777,2020,2,Turbofan,396,15600,5.56,1251.38,3,Avustralya,783977003.64,1979739.9081818182,3.1600505050505054,0.014040404040404039,2805.7553956834536,Very Large,New
Airbus A350,1980,2,Turbofan,350,14800,8.48,1575.35,43,Güney Amerika,377656381.92,1079018.2340571429,4.5009999999999994,0.02422857142857143,1745.2830188679245,Very Large,Old
Airbus A350,1985,2,Turbofan,350,14800,12.1,3511.82,38,Güney Amerika,302997896.97,865708.2770571429,10.033771428571429,0.03457142857142857,1223.1404958677685,Very Large,Old
Cessna 172,1993,1,Piston,4,1285,18.22,3695.71,30,Asya,216084.47,54021.1175,923.9275,4.555,70.52689352360045,Small,Old
Boeing 777,2003,2,Turbofan,396,15600,3.1,1395.1,20,Güney Amerika,428957388.61,1083225.7288131313,3.5229797979797977,0.007828282828282828,5032.258064516129,Very Large,Old
Boeing 777,1992,2,Turbofan,396,15600,6.25,2871.92,31,Kuzey Amerika,366001678.78,924246.6635858585,7.252323232323232,0.015782828282828284,2496.0,Very Large,Old
Bombardier CRJ200,2000,2,Turbofan,50,3000,11.86,4904.23,23,Afrika,14468949.82,289378.9964,98.0846,0.2372,252.95109612141653,Medium,Old
Airbus A350,1994,2,Turbofan,350,14800,8.62,759.62,29,Asya,439253002.47,1255008.5784857143,2.1703428571428574,0.024628571428571427,1716.9373549883992,Very Large,Old
Boeing 737,1994,2,Turbofan,162,5700,8.28,2740.09,29,Güney Amerika,67117838.59,414307.645617284,16.914135802469136,0.05111111111111111,688.4057971014494,Large,Old
Cessna 172,2003,1,Piston,4,1285,20.86,2155.72,20,Asya,252730.14,63182.535,538.93,5.215,61.601150527325025,Small,Old
Airbus A320,1998,2,Turbofan,180,6300,4.17,785.4,25,Avrupa,81135204.21,450751.1345,4.363333333333333,0.023166666666666665,1510.7913669064749,Large,Old
Airbus A320,2006,2,Turbofan,180,6300,9.63,4357.74,17,Avrupa,110021061.48,611228.1193333333,24.209666666666667,0.053500000000000006,654.2056074766355,Large,Old
Bombardier CRJ200,1988,2,Turbofan,50,3000,9.16,4204.56,35,Asya,12769006.92,255380.1384,84.09120000000001,0.1832,327.51091703056767,Medium,Old
Airbus A320,1992,2,Turbofan,180,6300,3.93,1297.04,31,Kuzey Amerika,63428615.23,352381.1957222222,7.205777777777778,0.021833333333333333,1603.0534351145038,Large,Old
Airbus A350,1998,2,Turbofan,350,14800,8.48,3011.22,25,Avrupa,411639230.02,1176112.0857714284,8.603485714285714,0.02422857142857143,1745.2830188679245,Very Large,Old
Boeing 777,2006,2,Turbofan,396,15600,2.42,3209.89,17,Avrupa,553487599.72,1397695.958888889,8.105782828282829,0.0061111111111111106,6446.280991735537,Very Large,Old
Bombardier CRJ200,1986,2,Turbofan,50,3000,14.76,2959.59,37,Asya,10744455.78,214889.1156,59.1918,0.2952,203.2520325203252,Medium,Old
Boeing 777,1994,2,Turbofan,396,15600,7.37,4259.33,29,Avustralya,361649486.17,913256.2782070708,10.755883838383838,0.018611111111111113,2116.689280868385,Very Large,Old
Airbus A350,2017,2,Turbofan,350,14800,11.54,2238.74,6,Afrika,673290744.3,1923687.8408571428,6.396399999999999,0.03297142857142857,1282.4956672443675,Very Large,Mid-Age
Airbus A350,2014,2,Turbofan,350,14800,12.67,1729.25,9,Asya,579690689.66,1656259.1133142856,4.940714285714286,0.0362,1168.1136543014995,Very Large,Mid-Age
Boeing 737,2015,2,Turbofan,162,5700,6.85,3252.24,8,Avustralya,94852365.29,585508.4277160494,20.075555555555553,0.04228395061728395,832.116788321168,Large,Mid-Age
Boeing 777,1989,2,Turbofan,396,15600,8.06,3412.14,34,Güney Amerika,495056186.68,1250141.8855555556,8.61651515151515,0.020353535353535356,1935.4838709677417,Very Large,Old
Boeing 777,2004,2,Turbofan,396,15600,6.0,3399.37,19,Güney Amerika,517636706.85,1307163.4011363636,8.584267676767677,0.015151515151515152,2600.0,Very Large,Old
Boeing 737,1989,2,Turbofan,162,5700,12.8,1984.89,34,Avustralya,68776039.51,424543.4537654321,12.252407407407407,0.07901234567901234,445.3125,Large,Old
Boeing 737,2021,2,Turbofan,162,5700,4.27,2693.04,2,Avustralya,124560132.25,768889.7052469136,16.623703703703704,0.026358024691358024,1334.8946135831384,Large,New
Airbus A350,2008,2,Turbofan,350,14800,12.5,4393.04,15,Kuzey Amerika,496648524.7,1418995.7848571427,12.551542857142858,0.03571428571428571,1184.0,Very Large,Mid-Age
Boeing 737,2009,2,Turbofan,162,5700,3.84,3450.43,14,Kuzey Amerika,88940166.98,549013.3764197531,21.29895061728395,0.023703703703703703,1484.375,Large,Mid-Age
Airbus A320,1982,2,Turbofan,180,6300,14.5,4347.1,41,Kuzey Amerika,72875740.17,404865.2231666667,24.150555555555556,0.08055555555555556,434.48275862068965,Large,Old
Airbus A320,2000,2,Turbofan,180,6300,11.91,1586.12,23,Asya,80764953.06,448694.1836666667,8.811777777777777,0.06616666666666667,528.9672544080604,Large,Old
Airbus A320,1994,2,Turbofan,180,6300,12.48,2943.12,29,Güney Amerika,78925446.59,438474.7032777778,16.350666666666665,0.06933333333333333,504.80769230769226,Large,Old
Boeing 777,1983,2,Turbofan,396,15600,13.67,1742.55,40,Avrupa,394460203.23,996111.6243181819,4.400378787878788,0.03452020202020202,1141.185076810534,Very Large,Old
Airbus A320,2015,2,Turbofan,180,6300,12.88,1219.73,8,Güney Amerika,131002777.66,727793.2092222222,6.776277777777778,0.07155555555555557,489.1304347826087,Large,Mid-Age
Boeing 777,2007,2,Turbofan,396,15600,12.36,2377.88,16,Afrika,448397671.7,1132317.3527777777,6.004747474747475,0.031212121212121212,1262.1359223300972,Very Large,Old
Boeing 777,1991,2,Turbofan,396,15600,7.51,4131.11,32,Afrika,506629126.82,1279366.4818686869,10.432095959595959,0.018964646464646465,2077.230359520639,Very Large,Old
Boeing 777,1990,2,Turbofan,396,15600,3.31,4109.15,33,Avrupa,453432586.68,1145031.7845454547,10.376641414141414,0.008358585858585859,4712.9909365558915,Very Large,Old
Airbus A320,1988,2,Turbofan,180,6300,4.92,4545.94,35,Güney Amerika,85767629.69,476486.8316111111,25.25522222222222,0.027333333333333334,1280.4878048780488,Large,Old
Airbus A320,2019,2,Turbofan,180,6300,7.63,3218.99,4,Avrupa,131902287.46,732790.4858888888,17.883277777777778,0.042388888888888886,825.6880733944954,Large,New
Boeing 737,1988,2,Turbofan,162,5700,12.88,1104.05,35,Asya,61848476.47,381780.7189506173,6.815123456790123,0.07950617283950617,442.54658385093165,Large,Old
Airbus A320,2001,2,Turbofan,180,6300,6.97,3873.89,22,Afrika,96104197.55,533912.208611111,21.52161111111111,0.03872222222222222,903.8737446197991,Large,Old
Airbus A320,1980,2,Turbofan,180,6300,7.56,3853.55,43,Avrupa,79232386.55,440179.9252777778,21.408611111111114,0.041999999999999996,833.3333333333334,Large,Old
Boeing 737,1994,2,Turbofan,162,5700,3.02,3941.86,29,Avrupa,71263884.75,439900.52314814815,24.33246913580247,0.018641975308641975,1887.4172185430464,Large,Old
Boeing 777,2006,2,Turbofan,396,15600,9.15,3155.12,17,Afrika,606695745.16,1532059.9625252525,7.967474747474747,0.023106060606060606,1704.918032786885,Very Large,Old
Airbus A350,1984,2,Turbofan,350,14800,12.21,4631.49,39,Avustralya,404973669.15,1157067.6261428571,13.232828571428572,0.03488571428571429,1212.121212121212,Very Large,Old
Bombardier CRJ200,1987,2,Turbofan,50,3000,12.74,1488.37,36,Avustralya,12431489.91,248629.7982,29.7674,0.2548,235.47880690737833,Medium,Old
Airbus A350,2009,2,Turbofan,350,14800,3.31,4472.39,14,Kuzey Amerika,487183928.18,1391954.0805142857,12.778257142857143,0.009457142857142857,4471.299093655589,Very Large,Mid-Age
Boeing 737,2008,2,Turbofan,162,5700,12.38,4323.62,15,Afrika,71422757.92,440881.2217283951,26.68901234567901,0.07641975308641975,460.4200323101777,Large,Mid-Age
Airbus A320,2010,2,Turbofan,180,6300,14.59,2324.47,13,Güney Amerika,116423325.37,646796.2520555556,12.913722222222221,0.08105555555555556,431.8026045236463,Large,Mid-Age
Airbus A320,1983,2,Turbofan,180,6300,8.51,4935.95,40,Avrupa,86470713.42,480392.85233333334,27.421944444444442,0.04727777777777778,740.3055229142186,Large,Old
Boeing 777,2021,2,Turbofan,396,15600,2.47,2824.43,2,Kuzey Amerika,587629853.92,1483913.7725252523,7.13239898989899,0.006237373737373738,6315.78947368421,Very Large,New
Airbus A320,1983,2,Turbofan,180,6300,10.36,2370.13,40,Asya,84990271.46,472168.17477777775,13.16738888888889,0.057555555555555554,608.1081081081081,Large,Old
Airbus A320,1994,2,Turbofan,180,6300,4.01,3479.4,29,Avustralya,89910293.4,499501.63,19.330000000000002,0.02227777777777778,1571.072319201995,Large,Old
Cessna 172,2015,1,Piston,4,1285,16.63,2494.79,8,Kuzey Amerika,358943.05,89735.7625,623.6975,4.1575,77.2699939867709,Small,Mid-Age
Airbus A350,1990,2,Turbofan,350,14800,4.76,1909.48,33,Avrupa,360996548.21,1031418.7091714285,5.4556571428571425,0.0136,3109.2436974789916,Very Large,Old
Boeing 737,1993,2,Turbofan,162,5700,2.95,2934.21,30,Kuzey Amerika,57562256.72,355322.572345679,18.112407407407407,0.018209876543209876,1932.2033898305083,Large,Old
Bombardier CRJ200,1988,2,Turbofan,50,3000,14.91,3217.21,35,Asya,12334655.74,246693.1148,64.3442,0.2982,201.20724346076457,Medium,Old
Airbus A320,2014,2,Turbofan,180,6300,12.84,1302.7,9,Kuzey Amerika,110211967.27,612288.7070555555,7.237222222222223,0.07133333333333333,490.6542056074766,Large,Mid-Age
Airbus A350,1984,2,Turbofan,350,14800,11.83,3997.22,39,Güney Amerika,352042333.34,1005835.2381142856,11.420628571428571,0.033800000000000004,1251.0566356720203,Very Large,Old
Bombardier CRJ200,1981,2,Turbofan,50,3000,6.62,3780.02,42,Asya,12816583.34,256331.6668,75.6004,0.1324,453.17220543806644,Medium,Old
Airbus A350,1990,2,Turbofan,350,14800,3.59,3500.8,33,Avrupa,365331501.99,1043804.2914,10.002285714285716,0.010257142857142857,4122.562674094707,Very Large,Old
Bombardier CRJ200,1988,2,Turbofan,50,3000,12.49,1808.51,35,Kuzey Amerika,10847099.87,216941.9974,36.1702,0.2498,240.1921537229784,Medium,Old
Boeing 737,2003,2,Turbofan,162,5700,8.3,2632.04,20,Asya,69488058.52,428938.63283950614,16.24716049382716,0.051234567901234575,686.7469879518071,Large,Old
Airbus A350,2006,2,Turbofan,350,14800,11.84,2089.43,17,Kuzey Amerika,559077869.72,1597365.3420571429,5.969799999999999,0.03382857142857143,1250.0,Very Large,Old
Bombardier CRJ200,2014,2,Turbofan,50,3000,2.19,4010.19,9,Afrika,19061466.93,381229.3386,80.2038,0.0438,1369.86301369863,Medium,Mid-Age
Bombardier CRJ200,1986,2,Turbofan,50,3000,5.79,2082.2,37,Afrika,11513617.46,230272.34920000003,41.644,0.1158,518.1347150259068,Medium,Old
Bombardier CRJ200,2020,2,Turbofan,50,3000,12.77,3508.34,3,Avustralya,23320939.02,466418.7804,70.16680000000001,0.2554,234.92560689115115,Medium,New
Airbus A350,2000,2,Turbofan,350,14800,8.58,2155.17,23,Kuzey Amerika,348415331.75,995472.3764285714,6.157628571428572,0.024514285714285714,1724.941724941725,Very Large,Old
Airbus A350,1986,2,Turbofan,350,14800,13.62,3293.41,37,Güney Amerika,322231276.17,920660.7890571429,9.409742857142856,0.038914285714285714,1086.6372980910426,Very Large,Old
Cessna 172,1991,1,Piston,4,1285,14.68,1233.06,32,Kuzey Amerika,248244.64,62061.16,308.265,3.67,87.53405994550408,Small,Old
Boeing 737,2004,2,Turbofan,162,5700,5.91,3015.09,19,Kuzey Amerika,83058708.93,512708.07981481485,18.611666666666668,0.03648148148148148,964.4670050761421,Large,Old
Bombardier CRJ200,2014,2,Turbofan,50,3000,8.42,1599.15,9,Avrupa,17348080.63,346961.6126,31.983,0.1684,356.29453681710214,Medium,Mid-Age
Bombardier CRJ200,2010,2,Turbofan,50,3000,12.29,4569.38,13,Avustralya,19022350.22,380447.0044,91.3876,0.2458,244.10089503661516,Medium,Mid-Age
Airbus A320,2001,2,Turbofan,180,6300,4.35,1999.05,22,Güney Amerika,79602729.97,442237.38872222224,11.105833333333333,0.024166666666666666,1448.2758620689656,Large,Old
Boeing 737,1991,2,Turbofan,162,5700,2.6,3006.2,32,Avrupa,55686073.64,343741.195308642,18.55679012345679,0.016049382716049384,2192.3076923076924,Large,Old
Boeing 777,2018,2,Turbofan,396,15600,3.28,4614.62,5,Asya,674664825.48,1703699.0542424242,11.653080808080809,0.008282828282828282,4756.09756097561,Very Large,New
Airbus A350,2014,2,Turbofan,350,14800,4.96,3268.29,9,Kuzey Amerika,626831814.55,1790948.0415714285,9.337971428571429,0.014171428571428571,2983.8709677419356,Very Large,Mid-Age
Bombardier CRJ200,1996,2,Turbofan,50,3000,13.02,3891.42,27,Güney Amerika,12471856.34,249437.1268,77.8284,0.26039999999999996,230.41474654377882,Medium,Old
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.52,3288.42,34,Avrupa,10523400.24,210468.0048,65.7684,0.1704,352.11267605633805,Medium,Old
Airbus A350,1995,2,Turbofan,350,14800,13.56,3008.35,28,Avustralya,350483217.13,1001380.6203714286,8.595285714285714,0.03874285714285714,1091.4454277286136,Very Large,Old
Airbus A320,2008,2,Turbofan,180,6300,13.95,3172.92,15,Güney Amerika,124779303.5,693218.3527777778,17.627333333333333,0.0775,451.61290322580646,Large,Mid-Age
Boeing 737,1991,2,Turbofan,162,5700,10.72,3418.99,32,Asya,57066088.82,352259.8075308642,21.104876543209876,0.06617283950617284,531.7164179104477,Large,Old
Airbus A320,1985,2,Turbofan,180,6300,4.88,3402.69,38,Asya,78023585.43,433464.36350000004,18.903833333333335,0.02711111111111111,1290.983606557377,Large,Old
Boeing 737,1987,2,Turbofan,162,5700,6.68,2412.86,36,Güney Amerika,59610372.19,367965.26043209876,14.894197530864199,0.041234567901234566,853.2934131736528,Large,Old
Airbus A350,2012,2,Turbofan,350,14800,11.69,4018.93,11,Asya,568575385.77,1624501.1021999998,11.482657142857143,0.0334,1266.0393498716853,Very Large,Mid-Age
Airbus A320,2002,2,Turbofan,180,6300,13.6,3038.81,21,Avustralya,98324865.43,546249.252388889,16.882277777777777,0.07555555555555556,463.2352941176471,Large,Old
Boeing 737,2009,2,Turbofan,162,5700,11.7,4284.24,14,Asya,99290232.51,612902.6698148148,26.445925925925923,0.07222222222222222,487.1794871794872,Large,Mid-Age
Airbus A350,1998,2,Turbofan,350,14800,7.86,1923.12,25,Avustralya,321600865.42,918859.6154857143,5.494628571428571,0.02245714285714286,1882.9516539440203,Very Large,Old
Boeing 737,2020,2,Turbofan,162,5700,13.88,2220.96,3,Avrupa,124444079.38,768173.3295061728,13.70962962962963,0.08567901234567901,410.66282420749275,Large,New
Boeing 737,2017,2,Turbofan,162,5700,14.01,3040.53,6,Güney Amerika,109573246.36,676378.0639506173,18.768703703703704,0.08648148148148148,406.8522483940043,Large,Mid-Age
Cessna 172,1996,1,Piston,4,1285,24.75,3948.57,27,Avustralya,207928.04,51982.01,987.1425,6.1875,51.91919191919192,Small,Old
Boeing 777,1991,2,Turbofan,396,15600,8.54,1246.03,32,Güney Amerika,382315279.57,965442.6251767677,3.146540404040404,0.021565656565656562,1826.697892271663,Very Large,Old
Boeing 777,1987,2,Turbofan,396,15600,12.52,1812.3,36,Afrika,402683313.31,1016877.0538131313,4.576515151515151,0.03161616161616162,1246.0063897763578,Very Large,Old
Boeing 737,1991,2,Turbofan,162,5700,2.46,2841.1,32,Avrupa,69002454.89,425941.07956790127,17.537654320987652,0.015185185185185185,2317.0731707317073,Large,Old
Airbus A320,2011,2,Turbofan,180,6300,12.76,1397.12,12,Afrika,102805463.13,571141.4618333334,7.761777777777777,0.07088888888888889,493.73040752351096,Large,Mid-Age
